#    Lat.       Lon.           Depth(km)    Vp(km/s)     Vs(km/s)    Rho(g/cm^3)  
     44.6250    -104.3750      21.0000       6.5790       3.7820       2.8551 
     44.6250    -104.1250      21.0000       6.6090       3.7740       2.8634 
     44.6250    -103.8750      21.0000       6.6560       3.7600       2.8765 
     44.6250    -103.6250      21.0000       6.6810       3.7650       2.8836 
     44.6250    -103.3750      21.0000       6.6790       3.7860       2.8830 
     44.6250    -103.1250      21.0000       6.6670       3.7800       2.8796 
     44.6250    -102.8750      21.0000       6.6600       3.7540       2.8776 
     44.6250    -102.6250      21.0000       6.6550       3.7300       2.8762 
     44.6250    -102.3750      21.0000       6.6440       3.6980       2.8731 
     44.6250    -102.1250      21.0000       6.6290       3.6750       2.8689 
     44.6250    -101.8750      21.0000       6.6080       3.6840       2.8631 
     44.6250    -101.6250      21.0000       6.5830       3.7140       2.8562 
     44.6250    -101.3750      21.0000       6.5780       3.7420       2.8548 
     44.6250    -101.1250      21.0000       6.6000       3.7500       2.8609 
     44.8750    -106.8750      21.0000       6.4700       3.8370       2.8261 
     44.8750    -106.6250      21.0000       6.3910       3.8290       2.8060 
     44.8750    -106.3750      21.0000       6.3610       3.7630       2.7986 
     44.8750    -106.1250      21.0000       6.3620       3.7570       2.7988 
     44.8750    -105.8750      21.0000       6.3980       3.8030       2.8077 
     44.8750    -105.6250      21.0000       6.4840       3.8700       2.8297 
     44.8750    -105.3750      21.0000       6.5250       3.8740       2.8405 
     44.8750    -105.1250      21.0000       6.4710       3.8760       2.8263 
     44.8750    -104.8750      21.0000       6.5360       3.7980       2.8435 
     44.8750    -104.6250      21.0000       6.5870       3.7500       2.8573 
     44.8750    -104.3750      21.0000       6.6120       3.7470       2.8642 
     44.8750    -104.1250      21.0000       6.6090       3.7530       2.8634 
     44.8750    -103.8750      21.0000       6.6510       3.7660       2.8751 
     44.8750    -103.6250      21.0000       6.6800       3.7770       2.8833 
     44.8750    -103.3750      21.0000       6.6890       3.7830       2.8859 
     44.8750    -103.1250      21.0000       6.6830       3.7740       2.8842 
     44.8750    -102.8750      21.0000       6.6800       3.7510       2.8833 
     44.8750    -102.6250      21.0000       6.6790       3.7150       2.8830 
     44.8750    -102.3750      21.0000       6.6660       3.6910       2.8793 
     44.8750    -102.1250      21.0000       6.6480       3.6850       2.8743 
     44.8750    -101.8750      21.0000       6.6290       3.7010       2.8689 
     44.8750    -101.6250      21.0000       6.6050       3.7220       2.8623 
     44.8750    -101.3750      21.0000       6.6010       3.7270       2.8612 
     44.8750    -101.1250      21.0000       6.6200       3.7250       2.8664 
     45.1250    -106.8750      21.0000       6.4170       3.7800       2.8125 
     45.1250    -106.6250      21.0000       6.4210       3.7540       2.8135 
     45.1250    -106.3750      21.0000       6.4290       3.7490       2.8155 
     45.1250    -106.1250      21.0000       6.4330       3.7610       2.8166 
     45.1250    -105.8750      21.0000       6.4300       3.8010       2.8158 
     45.1250    -105.6250      21.0000       6.5240       3.8660       2.8403 
     45.1250    -105.3750      21.0000       6.6670       3.8770       2.8796 
     45.1250    -105.1250      21.0000       6.5740       3.8390       2.8538 
     45.1250    -104.8750      21.0000       6.5840       3.7980       2.8565 
     45.1250    -104.6250      21.0000       6.6420       3.7840       2.8726 
     45.1250    -104.3750      21.0000       6.6480       3.7480       2.8743 
     45.1250    -104.1250      21.0000       6.6360       3.7490       2.8709 
     45.1250    -103.8750      21.0000       6.6530       3.7810       2.8757 
     45.1250    -103.6250      21.0000       6.6800       3.8020       2.8833 
     45.1250    -103.3750      21.0000       6.6990       3.8070       2.8888 
     45.1250    -103.1250      21.0000       6.6930       3.7900       2.8870 
     45.1250    -102.8750      21.0000       6.6830       3.7480       2.8842 
     45.1250    -102.6250      21.0000       6.6900       3.7130       2.8862 
     45.1250    -102.3750      21.0000       6.6850       3.6910       2.8847 
     45.1250    -102.1250      21.0000       6.6710       3.6880       2.8808 
     45.1250    -101.8750      21.0000       6.6560       3.7040       2.8765 
     45.1250    -101.6250      21.0000       6.6320       3.7210       2.8698 
     45.1250    -101.3750      21.0000       6.6230       3.7230       2.8673 
     45.1250    -101.1250      21.0000       6.6340       3.7230       2.8703 
     45.3750    -106.8750      21.0000       6.3870       3.7480       2.8050 
     45.3750    -106.6250      21.0000       6.4670       3.7170       2.8253 
     45.3750    -106.3750      21.0000       6.4940       3.7320       2.8323 
     45.3750    -106.1250      21.0000       6.4660       3.7780       2.8250 
     45.3750    -105.8750      21.0000       6.4930       3.7990       2.8321 
     45.3750    -105.6250      21.0000       6.5460       3.8450       2.8462 
     45.3750    -105.3750      21.0000       6.6320       3.8390       2.8698 
     45.3750    -105.1250      21.0000       6.6210       3.8090       2.8667 
     45.3750    -104.8750      21.0000       6.5790       3.7670       2.8551 
     45.3750    -104.6250      21.0000       6.6420       3.7550       2.8726 
     45.3750    -104.3750      21.0000       6.6370       3.7590       2.8712 
     45.3750    -104.1250      21.0000       6.6350       3.7780       2.8706 
     45.3750    -103.8750      21.0000       6.6600       3.8060       2.8776 
     45.3750    -103.6250      21.0000       6.6980       3.8230       2.8885 
     45.3750    -103.3750      21.0000       6.7180       3.8090       2.8942 
     45.3750    -103.1250      21.0000       6.7080       3.7780       2.8913 
     45.3750    -102.8750      21.0000       6.6940       3.7460       2.8873 
     45.3750    -102.6250      21.0000       6.6970       3.7000       2.8882 
     45.3750    -102.3750      21.0000       6.6950       3.6730       2.8876 
     45.3750    -102.1250      21.0000       6.6870       3.6660       2.8853 
     45.3750    -101.8750      21.0000       6.6780       3.6850       2.8827 
     45.3750    -101.6250      21.0000       6.6610       3.7120       2.8779 
     45.3750    -101.3750      21.0000       6.6510       3.7400       2.8751 
     45.3750    -101.1250      21.0000       6.6540       3.7460       2.8759 
     45.6250    -106.8750      21.0000       6.5760       3.7530       2.8543 
     45.6250    -106.6250      21.0000       6.5470       3.7380       2.8464 
     45.6250    -106.3750      21.0000       6.5340       3.7420       2.8429 
     45.6250    -106.1250      21.0000       6.5510       3.7680       2.8475 
     45.6250    -105.8750      21.0000       6.5460       3.8080       2.8462 
     45.6250    -105.6250      21.0000       6.5720       3.8390       2.8532 
     45.6250    -105.3750      21.0000       6.6070       3.8350       2.8628 
     45.6250    -105.1250      21.0000       6.6300       3.8020       2.8692 
     45.6250    -104.8750      21.0000       6.6310       3.7810       2.8695 
     45.6250    -104.6250      21.0000       6.6410       3.7770       2.8723 
     45.6250    -104.3750      21.0000       6.6360       3.7970       2.8709 
     45.6250    -104.1250      21.0000       6.6500       3.8220       2.8748 
     45.6250    -103.8750      21.0000       6.6930       3.8350       2.8870 
     45.6250    -103.6250      21.0000       6.7350       3.8400       2.8992 
     45.6250    -103.3750      21.0000       6.7530       3.8040       2.9044 
     45.6250    -103.1250      21.0000       6.7350       3.7850       2.8992 
     45.6250    -102.8750      21.0000       6.7120       3.7330       2.8925 
     45.6250    -102.6250      21.0000       6.7050       3.6920       2.8905 
     45.6250    -102.3750      21.0000       6.6980       3.6670       2.8885 
     45.6250    -102.1250      21.0000       6.6890       3.6620       2.8859 
     45.6250    -101.8750      21.0000       6.6820       3.6830       2.8839 
     45.6250    -101.6250      21.0000       6.6760       3.7230       2.8822 
     45.6250    -101.3750      21.0000       6.6720       3.7650       2.8810 
     45.6250    -101.1250      21.0000       6.6720       3.7900       2.8810 
     45.8750    -106.8750      21.0000       6.5980       3.7890       2.8603 
     45.8750    -106.6250      21.0000       6.5890       3.7780       2.8579 
     45.8750    -106.3750      21.0000       6.5880       3.7740       2.8576 
     45.8750    -106.1250      21.0000       6.5870       3.8080       2.8573 
     45.8750    -105.8750      21.0000       6.5900       3.8250       2.8581 
     45.8750    -105.6250      21.0000       6.6060       3.8670       2.8625 
     45.8750    -105.3750      21.0000       6.6280       3.8660       2.8687 
     45.8750    -105.1250      21.0000       6.6680       3.8350       2.8799 
     45.8750    -104.8750      21.0000       6.6670       3.8400       2.8796 
     45.8750    -104.6250      21.0000       6.6750       3.8490       2.8819 
     45.8750    -104.3750      21.0000       6.6730       3.8640       2.8813 
     45.8750    -104.1250      21.0000       6.6960       3.8640       2.8879 
     45.8750    -103.8750      21.0000       6.7420       3.8450       2.9012 
     45.8750    -103.6250      21.0000       6.7760       3.8200       2.9112 
     45.8750    -103.3750      21.0000       6.7830       3.8000       2.9132 
     45.8750    -103.1250      21.0000       6.7580       3.7760       2.9059 
     45.8750    -102.8750      21.0000       6.7310       3.7460       2.8980 
     45.8750    -102.6250      21.0000       6.7150       3.7160       2.8934 
     45.8750    -102.3750      21.0000       6.7020       3.6880       2.8896 
     45.8750    -102.1250      21.0000       6.6890       3.6870       2.8859 
     45.8750    -101.8750      21.0000       6.6810       3.7260       2.8836 
     45.8750    -101.6250      21.0000       6.6780       3.7660       2.8827 
     45.8750    -101.3750      21.0000       6.6770       3.8120       2.8825 
     45.8750    -101.1250      21.0000       6.6790       3.8560       2.8830 
     42.1250    -106.8750      23.0000       6.5620       3.8080       2.8505 
     42.1250    -106.6250      23.0000       6.5410       3.9080       2.8448 
     42.1250    -106.3750      23.0000       6.5500       3.9770       2.8472 
     42.1250    -106.1250      23.0000       6.5940       3.9670       2.8592 
     42.1250    -105.8750      23.0000       6.6570       3.9190       2.8768 
     42.1250    -105.6250      23.0000       6.6950       3.8590       2.8876 
     42.1250    -105.3750      23.0000       6.6910       3.8260       2.8865 
     42.1250    -105.1250      23.0000       6.6760       3.7740       2.8822 
     42.1250    -104.8750      23.0000       6.6500       3.7330       2.8748 
     42.1250    -104.6250      23.0000       6.6190       3.7350       2.8661 
     42.1250    -104.3750      23.0000       6.5830       3.7510       2.8562 
     42.1250    -104.1250      23.0000       6.5590       3.7720       2.8497 
     42.1250    -103.8750      23.0000       6.5440       3.7850       2.8456 
     42.1250    -103.6250      23.0000       6.5350       3.7840       2.8432 
